	PID/THRD  SYSCALL(args) 		 = return
95400/0x2394fc:  fork()		 = 0 Err#1
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x0, 0x2F04CD7D0)		 = 90926429 0
95400/0x2394fc:  kdebug_trace64(0x1F050000, 0x8B3F97349A783F9C, 0xB0AB794891ED8A91, 0x1AFA85000, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x1F050004, 0x0, 0x70AC0000056B6D5D, 0xFFFFFFFF80000002, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x70AC0000056B6D5D, 0x0)		 = 90926429 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x0, 0x2F04B4608)		 = 90926430 0
95400/0x2394fc:  kdebug_trace64(0x1F050000, 0xBF3FF3D7A45A3EA5, 0xC61ED3C56FB7D9B0, 0x19FC58000, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x1F050004, 0x0, 0x70AC0000056B6D5E, 0xFFFFFFFF80000002, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x70AC0000056B6D5E, 0x0)		 = 90926430 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x0, 0x2F04B3C98)		 = 90926431 0
95400/0x2394fc:  kdebug_trace64(0x1F050000, 0x14322D757A774F82, 0x194B25213434A3AA, 0x19FB30000, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x1F050004, 0x0, 0x70AC0000056B6D5F, 0xFFFFFFFF80000002, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x70AC0000056B6D5F, 0x0)		 = 90926431 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x0, 0x2F04B59D8)		 = 90926432 0
95400/0x2394fc:  kdebug_trace64(0x1F050000, 0x103B92BFE42BCE32, 0x4893C32334C97C90, 0x19FF28000, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x1F050004, 0x0, 0x70AC0000056B6D60, 0xFFFFFFFF80000002, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x70AC0000056B6D60, 0x0)		 = 90926432 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x0, 0x2F06D5BC0)		 = 90926433 0
95400/0x2394fc:  kdebug_trace64(0x1F050000, 0x8D38AE33DA11208D, 0xE862E90243F3B3A7, 0x29B862000, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x1F050004, 0x0, 0x70AC0000056B6D61, 0xFFFFFFFF80000002, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x70AC0000056B6D61, 0x0)		 = 90926433 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x0, 0x2F04B5788)		 = 90926434 0
95400/0x2394fc:  kdebug_trace64(0x1F050000, 0xA031872B0389EBDE, 0x62CE58C327F4AF9E, 0x19FE95000, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x1F050004, 0x0, 0x70AC0000056B6D62, 0xFFFFFFFF80000002, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace_string(0x1F050000, 0x70AC0000056B6D62, 0x0)		 = 90926434 0
95400/0x2394fc:  open("/dev/dtracehelper\0", 0x2, 0x0)		 = 3 0
95400/0x2394fc:  ioctl(0x3, 0x80086804, 0x16F186F18)		 = 0 0
95400/0x2394fc:  close(0x3)		 = 0 0
95400/0x2394fc:  shared_region_check_np(0xFFFFFFFFFFFFFFFF, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_typefilter(0x16F187C38, 0x16F187C30, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0011, 0x0, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  access("/AppleInternal/XBS/.isChrooted\0", 0x0, 0x0)		 = -1 Err#2
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0x1, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0x2, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  bsdthread_register(0x19FF81BA0, 0x19FF81B94, 0x4000)		 = 1073746399 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0x3, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0x4, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0xE, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  getpid(0x0, 0x0, 0x0)		 = 95400 0
95400/0x2394fc:  shm_open(0x19FE11F29, 0x0, 0x10)		 = 3 0
95400/0x2394fc:  fstat64(0x3, 0x16F1875A0, 0x0)		 = 0 0
95400/0x2394fc:  mmap(0x0, 0x8000, 0x1, 0x40001, 0x3, 0x0)		 = 0x100C98000 0
95400/0x2394fc:  close(0x3)		 = 0 0
95400/0x2394fc:  csops(0x174A8, 0x0, 0x16F1876FC)		 = 0 0
95400/0x2394fc:  ioctl(0x2, 0x4004667A, 0x16F18766C)		 = -1 Err#25
95400/0x2394fc:  ioctl(0x2, 0x40487413, 0x16F187670)		 = -1 Err#25
95400/0x2394fc:  getentropy(0x16F187508, 0x20, 0x0)		 = 0 0
95400/0x2394fc:  mprotect(0x1013CC000, 0x4000, 0x0)		 = 0 0
95400/0x2394fc:  mprotect(0x1017D0000, 0x4000, 0x0)		 = 0 0
95400/0x2394fc:  mprotect(0x101268000, 0x4000, 0x1)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0x5, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0x7, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  issetugid(0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0x8, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  getattrlist("/bin/sh\0", 0x16F187570, 0x16F18758C)		 = 0 0
95400/0x2394fc:  access("/bin\0", 0x4, 0x0)		 = 0 0
95400/0x2394fc:  open("/bin\0", 0x0, 0x0)		 = 3 0
95400/0x2394fc:  fstat64(0x3, 0x1013E18C0, 0x0)		 = 0 0
95400/0x2394fc:  csrctl(0x0, 0x16F18773C, 0x4)		 = 0 0
95400/0x2394fc:  fcntl(0x3, 0x32, 0x16F187458)		 = 0 0
95400/0x2394fc:  close(0x3)		 = 0 0
95400/0x2394fc:  open("/bin/Info.plist\0", 0x0, 0x0)		 = -1 Err#2
95400/0x2394fc:  proc_info(0x2, 0x174A8, 0xD)		 = 64 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0x9, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0xA, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  csops_audittoken(0x174A8, 0x10, 0x16F1877A0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0xB, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0xC, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0010, 0xD, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  sysctl([unknown, 3, 0, 0, 0, 0] (2), 0x16F187B58, 0x16F187B50, 0x1A3F470E7, 0x15)		 = 0 0
95400/0x2394fc:  sysctl([CTL_KERN, 141, 0, 0, 0, 0] (2), 0x16F187BE8, 0x16F187BE0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  kdebug_trace64(0x2BDC0012, 0x0, 0x0, 0x0, 0x0)		 = 0 0
95400/0x2394fc:  readlink("/private/var/select/sh\0", 0x16F18AD17, 0x400)		 = 9 0
95400/0x239504:  fork()		 = 0 0
95400/0x239504:  kdebug_typefilter(0x16DC530D8, 0x16DC530D0, 0x0)		 = 0 0
95400/0x239504:  mprotect(0x102514000, 0x8000, 0x1)		 = 0 0
95400/0x239504:  thread_selfid(0x0, 0x0, 0x0)		 = 2331908 0
95400/0x239504:  crossarch_trap(0x0, 0x0, 0x0)		 = -1 Err#45
95400/0x239504:  csrctl(0x0, 0x16DC52FDC, 0x4)		 = -1 Err#1
95400/0x239504:  crossarch_trap(0x0, 0x0, 0x0)		 = -1 Err#45
95400/0x239504:  fsgetpath(0x16DC53350, 0x400, 0x16DC53228)		 = 14 0

